common_count,discipline complementarity score
47,0.00275579
1,0.002754821
146,0.002754249
26,0.002753362
78,0.002752488
34,0.002752145
5,0.002751789
1285,0.002751188
91,0.002748414
14,0.002744022
13,0.002743774
129,0.002742638
9,0.00274223
491,0.00274199
96,0.00274176
224,0.002740162
35,0.002740155
3,0.002739726
3,0.002739726
9,0.002738059
273,0.00273772
3,0.002737226
1,0.00273224
3,0.00273224
44,0.002730375
289,0.002729686
46,0.002728999
6,0.002728513
6,0.002728513
2,0.002728513
383,0.00272794
239,0.002725448
194,0.002725025
54,0.002724108
10,0.002720348
110,0.002719945
4,0.002719239
15,0.002715915
40,0.002714994
5,0.002714441
350,0.002714083
22,0.002713704
10,0.002711497
5,0.002711497
1,0.002710027
259,0.002709573
2,0.00270636
18,0.002705953
369,0.002704168
104,0.002700106
8,0.002699055
365,0.002698546
28,0.002697235
44,0.002696574
72,0.002696528
39,0.002696163
29,0.002695418
1,0.002695418
2,0.002695418
4,0.00268998
99,0.002689779
36,0.002685565
448,0.002683374
1,0.002680965
1,0.002680965
1,0.002680965
12,0.002680366
362,0.002676861
367,0.002675824
10,0.002675227
98,0.002674818
7,0.002674818
19,0.002673797
12,0.002672011
22,0.002671848
9,0.002670623
23,0.002670382
27,0.002669567
56,0.002667048
232,0.002666851
29,0.002666667
193,0.002666261
451,0.002665752
1240,0.002663991
3147,0.002663777
7,0.002661597
2,0.002659574
1,0.002659574
1,0.002659574
24,0.00265928
36,0.002657023
345,0.002656216
3,0.002650177
222,0.002650019
185,0.002649557
352,0.002649525
34,0.002649419
8,0.002649007
14,0.002648505
116,0.002646951
5,0.002645503
1,0.002645503
32,0.00264441
2,0.002642008
90,0.00264162
200,0.002640857
41,0.002636995
16,0.002636783
226,0.002636245
1042,0.002636133
235,0.002634677
29,0.002634448
189,0.002632972
1,0.002631579
1,0.002631579
6,0.002630425
39,0.002626793
19,0.002625397
1,0.002624672
33,0.002623837
48,0.002622951
194,0.002620028
222,0.002619407
10,0.002619172
7,0.00261878
9,0.002618563
19,0.002617801
23,0.002616015
4,0.002614379
8,0.002612671
5,0.00261233
35,0.002611745
42,0.002611615
5,0.002608242
2,0.002607562
40,0.002606033
34,0.002605963
243,0.002604753
4,0.002604167
353,0.002603667
5,0.002602811
32,0.002600992
15,0.002599653
234,0.002599451
75,0.002599293
39,0.002597057
39,0.002597057
96,0.002596349
92,0.002595205
10,0.002594034
159,0.002592574
302,0.002591229
1,0.002590674
1,0.002590674
540,0.002589531
6,0.002587322
436,0.002587215
5,0.002585315
35,0.002585124
19,0.002585034
42,0.002583979
3,0.002583979
3051,0.002583828
8,0.002583145
52,0.00258167
27,0.002580275
181,0.002579781
1,0.00257732
7,0.00257732
1,0.00257732
87,0.00257648
253,0.002576139
71,0.002575824
53,0.002575816
51,0.002573808
442,0.002570485
19,0.002569999
35,0.002569373
9,0.002569226
5,0.002568053
88,0.002567769
22,0.002567394
14,0.002564572
55,0.002564222
1166,0.002564198
2,0.002564103
9,0.002562642
16,0.002561639
1582,0.002560529
29,0.002559125
160,0.002556973
85,0.00255593
16,0.002553871
6,0.002552105
1,0.00255102
42,0.002550711
37,0.002549438
54,0.002549214
241,0.002546815
16,0.002545744
138,0.002544013
64,0.002543417
355,0.002542415
356,0.002542004
64,0.002539683
85,0.002537086
5,0.002536783
28,0.00253302
155,0.002532266
3,0.002531646
7,0.00253073
214,0.002530119
6,0.002528445
405,0.002527774
3,0.002525253
378,0.002524983
11,0.002522936
164,0.002520944
517,0.002520046
50,0.002519653
38,0.00251956
1,0.002518892
15,0.002518046
8,0.002516515
43,0.002516386
10,0.002515723
339,0.002515303
224,0.002513155
1,0.002512563
211,0.002511486
30,0.002508991
3,0.002508361
6,0.002506266
1,0.002506266
12,0.002505219
12,0.002503129
133,0.002500799
524,0.002500406
7,0.0025
17,0.002499265
47,0.002498937
6,0.002493766
2,0.002493766
187,0.002488357
11,0.002488125
174,0.0024871
8,0.002484472
35,0.002484208
58,0.002483834
130,0.002482716
19,0.002482687
6,0.002482416
3,0.002479339
117,0.002478604
16,0.002477164
5,0.002476474
5,0.002475248
64,0.002474769
146,0.002474492
65,0.002474305
7,0.002473498
42,0.002471315
199,0.00247119
28,0.002471097
34,0.002470571
38,0.00247042
2,0.002469136
1,0.002469136
1,0.002469136
1,0.002469136
45,0.002468052
11,0.002466921
50,0.00246524
12,0.002464572
5,0.002464268
34,0.002463233
4,0.002463054
2,0.002463054
5,0.002461841
220,0.002461153
8,0.002460781
70,0.002460284
210,0.002459823
73,0.002458244
1,0.002457002
59,0.002456389
90,0.00245459
90,0.002453051
3,0.002452984
142,0.002451827
1,0.00245098
1,0.00245098
20,0.00244888
16,0.002448355
183,0.002447407
70,0.002446184
208,0.002443006
65,0.002439299
76,0.002439259
316,0.002438987
121,0.002438975
81,0.002438878
64,0.002437724
13,0.002437652
8,0.002436054
142,0.002435385
36,0.00243523
56,0.002434994
51,0.002433322
135,0.002432389
36,0.002431447
75,0.002431276
42,0.002430837
81,0.002429951
332,0.002425022
62,0.002424527
1,0.002421308
11,0.002418646
36,0.002417405
30,0.002416626
9,0.002416107
18,0.002415459
1,0.002415459
2,0.002415459
1,0.002415459
190,0.00241417
14,0.002412961
924,0.002411796
6,0.002409639
63,0.002409362
8,0.002408913
68,0.002408529
11,0.002408056
66,0.002406212
4,0.002405292
7,0.002403846
13,0.002402957
70,0.002402114
10,0.002402114
9,0.0024
32,0.00239934
406,0.002396355
32,0.002395748
5,0.002394636
57,0.002394254
32,0.002394134
4,0.002393776
178,0.002392923
5,0.002392344
123,0.002391228
4,0.002390915
33,0.002390785
7,0.00239071
3,0.002390438
2,0.002389486
58,0.002388207
2,0.002386635
5,0.002383222
1,0.002380952
1,0.002380952
9,0.002379693
37,0.002378045
24,0.002376944
3,0.002375297
204,0.00237491
27,0.002374879
77,0.002374857
5,0.002373042
18,0.002372167
68,0.002371321
10,0.002370792
6,0.002370605
8,0.00237037
8,0.00237037
2,0.002369668
96,0.00236885
23,0.002366742
10,0.002366304
8,0.002365464
16,0.002365464
336,0.002364482
6,0.002364066
6,0.002363135
48,0.002362902
4,0.002361275
2,0.002361275
9,0.002360346
68,0.002359473
103,0.002359355
45,0.002358861
320,0.002358612
7,0.002358491
1,0.002358491
2,0.002358491
400,0.002357837
31,0.002355802
406,0.002355781
126,0.002355757
6,0.002354788
1,0.002352941
521,0.002351858
40,0.00235142
12,0.002349256
3,0.002349256
39,0.002346994
76,0.002344883
12,0.002344208
5,0.002344116
31,0.002343691
2,0.00234192
40,0.00234055
54,0.002339992
32,0.002338668
3,0.00233827
28,0.002338009
134,0.002334983
3,0.00233463
350,0.002333551
79,0.002332034
1,0.002331002
2,0.002331002
330,0.00233069
6,0.002330097
28,0.002330032
22,0.002329028
176,0.002328412
68,0.002328289
6,0.002328289
2,0.002328289
13,0.002327663
1,0.002325581
18,0.00232408
8,0.00232288
57,0.002320186
2,0.002320186
31,0.00231845
63,0.002318307
75,0.002318178
4,0.002317497
2,0.002317497
3,0.002316602
38,0.00231552
4,0.002313476
69,0.00231272
122,0.002312446
4,0.002312139
41,0.002311292
5,0.002310536
7,0.002309469
34,0.002307588
42,0.002306172
123,0.002301302
321,0.002300218
4,0.002300173
6,0.002299732
1,0.002298851
99,0.00229789
10,0.002297794
321,0.00229686
3,0.002295333
318,0.002294703
1,0.002293578
1,0.002293578
195,0.002289915
9,0.00228833
313,0.002288012
83,0.002287131
92,0.00228651
1433,0.00228646
79,0.002286144
438,0.002286048
14,0.002284223
6,0.002283974
2,0.002283105
3,0.002283105
127,0.002282449
3,0.002281369
891,0.002281351
172,0.002277784
8,0.002275313
2,0.002275313
45,0.00227445
4,0.002274019
108,0.002273445
10,0.002273244
1,0.002272727
76,0.002272591
44,0.002271319
320,0.002271082
4,0.002270148
3,0.002269289
2670,0.002268568
230,0.002268379
2,0.002267574
1,0.002267574
879,0.002265406
2,0.002265006
6,0.002263297
3,0.002262443
7,0.002261712
1379,0.002261668
9,0.002260171
10,0.002259887
197,0.002259641
129,0.002259194
33,0.002258572
7,0.002258065
17,0.002257936
1,0.002257336
40,0.0022553
196,0.00225008
339,0.002249189
31,0.002248495
6,0.002248033
168,0.002247041
40,0.002245803
74,0.002245486
24,0.002245299
32,0.002242152
312,0.0022408
201,0.002240253
10,0.002240143
33,0.002240022
39,0.00223932
156,0.002239192
5,0.00223914
8,0.002237762
1018,0.002237554
1,0.002237136
10,0.002237136
131,0.00223706
4,0.002235886
202,0.00223523
189,0.002234518
17,0.002233903
34,0.002232289
12,0.00222924
35,0.002228306
184,0.00222639
12,0.002225932
7,0.002225048
42,0.002222928
7,0.002222222
3,0.002220577
192,0.002218678
19,0.002217554
8,0.002217295
8,0.002217295
2,0.002217295
1,0.002217295
13,0.002216917
301,0.002216348
9,0.002216203
4,0.002216066
29,0.002214924
2,0.002214839
6,0.002214022
11,0.00221328
2604,0.002212087
311,0.002211666
51,0.00221143
64,0.00221025
33,0.002210019
6,0.002209131
198,0.002208589
13,0.002206756
5,0.002203614
1002,0.002202445
35,0.002200289
7,0.002199183
29,0.002197969
42,0.002197227
9,0.002196193
69,0.002195844
4,0.00219539
156,0.002195328
7,0.002195045
848,0.002194441
11,0.002194295
8,0.002193584
1,0.002192982
1,0.002192982
6,0.002191381
2,0.002190581
19,0.00218894
148,0.002188507
153,0.002187746
142,0.002187476
4,0.002185792
116,0.002184969
992,0.002184127
51,0.002182659
13,0.002180842
54,0.002180233
37,0.002178264
378,0.002177394
11,0.002174773
9,0.002172863
3,0.002172339
160,0.002172319
3,0.002170767
206,0.002169883
9,0.002169197
1,0.002169197
4,0.002168022
30,0.00216763
2,0.002166847
4,0.002165674
17,0.002165329
3,0.002164502
44,0.002164396
6,0.002163722
3,0.002162942
11,0.0021628
183,0.002160516
55,0.002159997
3,0.002159827
11,0.002159827
985,0.002159089
56,0.002158495
3,0.002158273
7,0.00215783
72,0.00215698
6,0.002156722
183,0.002155172
1,0.002155172
62,0.002153974
979,0.002153035
2,0.002152853
3,0.00215208
981,0.002150726
1,0.002150538
1,0.002150538
43,0.00215
2,0.002148228
77,0.00214676
83,0.002146256
4,0.002145923
181,0.00214427
22,0.00214425
178,0.002144139
2,0.002143623
15,0.002142857
442,0.002142303
180,0.002142245
1,0.002141328
76,0.002140001
5,0.002139495
2,0.002139037
34,0.002137155
6,0.002136752
1,0.002136752
67,0.002136071
44,0.002135404
982,0.0021354
820,0.002134588
12,0.002134472
248,0.002133866
4,0.002133333
21,0.002133279
293,0.002132398
6,0.002132196
820,0.002132041
15,0.00213159
56,0.002131141
4,0.00213106
4,0.002129925
15,0.00212917
55,0.002129142
346,0.002128563
19,0.00212766
29,0.00212766
4,0.00212766
192,0.002125963
4,0.00212427
2,0.002123142
3,0.002123142
2,0.002123142
1,0.002118644
3,0.002118644
35,0.00211621
16,0.002115842
12,0.002112676
9,0.00211218
28,0.002111773
2485,0.002110497
31,0.002110423
61,0.002109997
287,0.002109937
127,0.002109389
3,0.002108222
159,0.0021073
238,0.002106679
1,0.002105263
5,0.002104377
28,0.002102418
9,0.002102313
29,0.002101906
35,0.002101723
8,0.00210084
204,0.002100819
2470,0.002096468
32,0.002095475
24,0.002095155
22,0.00209464
89,0.002093724
73,0.00209253
204,0.002092308
1,0.00209205
2,0.00209205
11,0.00209046
2,0.002089864
2461,0.002087764
12,0.002086231
1273,0.002085248
1,0.002083333
4,0.002083333
2,0.002083333
3,0.002081888
3,0.002081888
30,0.002081599
3,0.002080444
12,0.002079723
8,0.002079543
3,0.002079002
6,0.002079002
110,0.002077157
21,0.00207633
11,0.002076255
53,0.002076233
1,0.002074689
178,0.002074616
22,0.002074493
88,0.002072685
50,0.002071852
8,0.002070929
1,0.002070393
6,0.002068252
215,0.002067566
2435,0.002066614
22,0.002065922
12,0.002064694
17,0.002064359
107,0.002064043
73,0.002060517
115,0.002058608
1,0.002057613
1,0.002057613
190,0.002057034
6,0.002056203
154,0.002054676
71,0.002053329
12,0.002053037
52,0.002052578
21,0.002052385
3,0.002051984
13,0.002051768
22,0.002051473
67,0.00204918
3,0.002047782
16,0.002045251
11,0.00204461
167,0.002043788
8,0.002043423
5,0.002043318
162,0.002042952
67,0.002042496
5,0.002042484
30,0.002042206
272,0.002041138
1,0.002040816
2,0.002040816
29,0.002040673
14,0.002039924
12,0.00203839
9,0.002037582
7,0.002034884
3,0.002033898
15,0.002033623
152,0.002033037
6,0.00203252
4,0.002031488
5,0.002030869
2,0.002030457
6,0.00202977
58,0.002029249
89,0.002028814
1,0.002028398
6,0.002024975
1,0.002024291
7,0.002024291
1,0.002024291
12,0.002023609
44,0.002023547
919,0.002023302
192,0.002022458
49,0.002020619
28,0.002020348
3,0.002020202
7,0.002020202
2,0.002020202
1241,0.002017994
412,0.00201764
161,0.002016306
80,0.002015875
118,0.002013721
3,0.002013423
178,0.002012027
3,0.002008032
4,0.002008032
82,0.002007639
9,0.002007584
37,0.002007161
2,0.002004008
7,0.002002861
171,0.002001639
52,0.002001001
116,0.002000103
3,0.002
2,0.002
202,0.001999149
4,0.001999
3,0.001998668
170,0.001997885
12,0.001997669
5,0.001996008
1,0.001996008
49,0.001995845
140,0.001995809
8,0.001995012
239,0.001994958
36,0.001993687
2,0.001992032
9,0.00199071
3,0.00198939
13,0.001988984
1,0.001988072
7,0.001988072
176,0.00198769
63,0.001987633
70,0.001987225
31,0.00198667
267,0.001985854
6,0.001984127
6,0.001982816
5,0.001981768
269,0.001981555
407,0.001981239
3,0.001980198
19,0.001979785
268,0.001979642
14,0.001978799
46,0.001978069
25,0.001977692
61,0.001977502
6,0.001976936
898,0.001976311
3,0.001976285
66,0.001975397
15,0.001974204
25,0.001972698
2,0.001972387
29,0.001971448
29,0.00197051
41,0.001969639
8,0.001968988
114,0.001966636
89,0.001966373
33,0.001963818
2,0.001962709
4,0.001961746
145,0.001961633
26,0.001960932
1,0.001960784
1,0.001960784
1,0.001960784
3,0.001960784
51,0.001960407
4,0.001959824
5,0.00195848
1,0.001956947
107,0.001956518
13,0.001956064
21,0.001955854
751,0.001955256
13,0.001954887
321,0.001954136
12,0.001953761
13,0.001952538
3,0.001951854
41,0.001950895
39,0.001950878
29,0.001948532
43,0.001947376
36,0.001947209
25,0.001946889
62,0.001946747
7,0.001944985
4,0.001944579
3,0.001944264
13,0.001942328
4,0.001939864
5,0.001939488
8,0.001936577
16,0.001935874
29,0.001935656
30,0.001935359
46,0.001934968
3,0.001934236
3,0.00193299
28,0.001931701
26,0.001931075
8,0.001930968
2,0.001930502
2,0.001930502
14,0.001929704
4,0.001929571
85,0.001929538
10,0.001929012
66,0.001928021
103,0.00192772
107,0.001927199
2,0.001926782
109,0.001926408
26,0.001925355
16,0.001923077
8,0.00192123
81,0.001920979
3,0.001920615
8,0.001919846
1,0.001919386
5,0.001917913
2,0.001917546
5,0.001916443
7,0.001916233
10,0.001916076
72,0.001915913
1,0.001915709
22,0.001915042
25,0.001914095
4,0.001913876
44,0.001913543
14,0.00191283
401,0.001912456
1,0.001912046
39,0.001910641
6,0.001909612
8,0.001908852
70,0.001908241
30,0.001908154
92,0.001907724
736,0.001907586
7,0.001907357
64,0.001906748
415,0.001906328
1,0.001904762
8,0.001904308
2,0.00190295
54,0.001900204
60,0.001900117
2,0.001899335
266,0.001898996
1,0.001897533
1,0.001897533
99,0.001897061
3,0.001893939
129,0.001893689
5,0.001888931
95,0.001887805
863,0.001885885
40,0.001883239
36,0.001882648
243,0.001882043
22,0.001881307
15,0.001877582
3,0.001877347
3,0.001876173
6,0.001876173
107,0.001875877
26,0.001874549
13,0.001874279
3,0.001873829
10,0.001873712
857,0.001873056
1,0.001872659
34,0.001871422
1,0.001869159
1,0.001869159
109,0.001866023
1,0.001865672
2,0.001863933
4,0.001863065
6,0.001862197
16,0.001861764
9,0.001861427
5,0.001859427
72,0.001859072
2,0.001858736
1,0.001858736
16,0.001858088
95,0.001858045
2,0.00185701
19,0.001856194
20,0.001856148
5,0.001855976
28,0.001855779
53,0.00185386
64,0.001852495
25,0.001851852
5,0.001851852
75,0.001851303
139,0.001849979
34,0.001849434
23,0.001848577
26,0.001848429
2,0.001848429
109,0.001848115
99,0.001846912
123,0.001846098
64,0.001845763
12,0.001844451
4,0.001844168
18,0.001841998
1,0.001841621
97,0.001841271
190,0.001841032
5,0.001840265
2,0.001839926
3,0.00183711
37,0.001834135
3,0.001832621
52,0.001832341
5,0.001831502
56,0.001831382
9,0.001830384
184,0.001829917
21,0.001829906
26,0.001829826
104,0.001829794
30,0.001829715
8,0.001829408
6,0.001828711
6,0.001827597
73,0.001827467
6,0.001826484
3,0.001825928
138,0.00182588
15,0.001825484
1,0.001824818
2,0.001824818
3,0.001823708
4,0.001823154
2,0.001823154
16,0.001822739
117,0.001822714
5,0.001822157
5,0.001822157
1,0.001821494
13,0.001821238
829,0.001820869
5,0.00182083
186,0.001819996
13,0.001819454
88,0.001819385
1,0.001818182
15,0.001816201
17,0.001815851
1,0.001814882
8,0.001814059
1110,0.001812307
5,0.001812251
1,0.001811594
7,0.001811125
32,0.001810057
1,0.001808318
2,0.001808318
1,0.001808318
54,0.001807471
30,0.001806902
24,0.001806005
27,0.001805899
11,0.001804166
284,0.00180385
1104,0.001803547
2,0.001803427
689,0.001801948
5,0.001799856
1123,0.001797562
70,0.001797545
24,0.001797214
40,0.001795493
6,0.001795332
8,0.001794929
3,0.001793186
1,0.001792115
58,0.001791229
24,0.001790911
16,0.001789109
9,0.001787843
11,0.001787165
47,0.0017868
33,0.001786198
2,0.001785714
1105,0.0017851
2,0.001784121
17,0.001784028
371,0.001783774
9,0.001783591
6,0.001783591
85,0.001783578
2,0.001782531
7,0.001782077
30,0.001781261
5,0.001781261
139,0.001781184
7,0.001779812
4,0.001778568
681,0.001777738
87,0.001777614
26,0.001777535
68,0.001776802
22,0.001776056
26,0.001775592
31,0.001775283
24,0.001775279
41,0.001772207
95,0.001772024
5,0.001771165
97,0.001770719
3,0.001769912
5,0.001769285
155,0.001767994
134,0.001767134
6,0.001765745
5,0.001763668
50,0.001762674
2073,0.001761006
1,0.001760563
28,0.001760231
96,0.00175792
3,0.001757469
296,0.001757261
3,0.00175644
798,0.001754814
1,0.001754386
9,0.001754044
310,0.001753007
26,0.001751549
5,0.0017507
38,0.001749056
358,0.001748431
94,0.001747894
2,0.001746725
24,0.001746344
26,0.001745318
3,0.001745201
1,0.001745201
97,0.001745107
3,0.001744186
31,0.001742944
14,0.001741727
11,0.00173913
10,0.00173913
2,0.00173913
74,0.001737456
17,0.001736821
1079,0.001736813
22,0.001736111
4,0.001736111
26,0.0017353
25,0.001733823
791,0.001733672
1,0.001733102
10,0.001732802
24,0.001732102
169,0.001731593
8,0.001730478
2,0.001730104
53,0.001730047
9,0.001728774
3,0.001728111
5,0.001727713
1,0.001727116
25,0.001726281
14,0.001725838
95,0.001725735
9,0.001725129
5,0.001724138
5,0.00172295
11,0.001722788
6,0.001721664
1,0.00172117
25,0.001720341
49,0.001720204
19,0.00172008
15,0.001719395
51,0.001716074
156,0.001715247
26,0.001713683
59,0.001712478
25,0.001711977
2,0.001710864
12,0.001709402
3,0.001709402
56,0.001708619
4,0.001707942
9,0.001707132
26,0.001706933
2,0.001706485
25,0.001706368
304,0.001705728
225,0.001704545
91,0.001704184
11,0.001703578
1,0.001703578
24,0.00170249
26,0.001702462
36,0.001701725
52,0.001701459
21,0.001699579
42,0.00169951
3,0.001698754
6,0.001698273
1,0.001697793
1996,0.001697757
54,0.001697153
16,0.001695454
9,0.001693321
1,0.001692047
4,0.001692047
6,0.001691094
63,0.001690776
769,0.001690723
2,0.001690617
13,0.001689848
15,0.001688619
81,0.001688555
2,0.001687764
1028,0.001687068
127,0.001685132
15,0.001684825
648,0.001684552
32,0.001684122
3,0.001683502
27,0.001682557
6,0.001681614
12,0.001680908
3,0.001680672
1,0.001680672
1,0.001680672
56,0.001678657
58,0.001678581
4,0.001678556
3,0.001677852
35,0.001677611
28,0.001677149
6,0.001676446
13,0.001676338
17,0.001675372
227,0.001675264
13,0.001675258
8,0.001674691
641,0.001674425
146,0.00167272
10,0.00167252
4,0.001672241
1,0.001672241
1,0.001672241
11,0.001671733
63,0.001670379
1,0.001669449
2,0.001668057
57,0.0016673
95,0.001666345
22,0.001664775
21,0.001664289
23,0.001664255
1,0.001663894
5,0.001663894
5,0.001661682
23,0.00166089
75,0.001658815
148,0.001657873
1014,0.001657564
14,0.001657393
28,0.001656609
33,0.00165646
7,0.001656021
1,0.001655629
13,0.001655629
1,0.001655629
5,0.001653439
4,0.001652893
11,0.001652644
92,0.001652329
11,0.001651652
4,0.001651528
634,0.001651377
8,0.001650505
1,0.001650165
1,0.001650165
211,0.001649713
90,0.001648623
60,0.001647854
1,0.001647446
1,0.001647446
55,0.001647101
73,0.001646406
6,0.001646091
4,0.001644737
6,0.001644286
5,0.001644196
52,0.001644061
12,0.001644061
225,0.001643956
115,0.001643867
2,0.001643385
62,0.001642254
27,0.001640639
748,0.001640225
5,0.001639882
92,0.001639783
1,0.001639344
2,0.001639344
232,0.001638962
4,0.001638673
17,0.001638238
3,0.001637555
27,0.001637455
79,0.001637238
22,0.001636783
13,0.001636043
16,0.001634655
10,0.00163292
151,0.001632538
104,0.001632525
23,0.001632132
4,0.001631987
10,0.001630258
32,0.001630241
8,0.001629992
3,0.001629549
27,0.001629549
13,0.001627849
3,0.001627781
11,0.001627219
3,0.001626898
75,0.001625558
8,0.001625356
19,0.001624487
629,0.001622522
3,0.001622499
2,0.001619433
7,0.001618871
120,0.001618167
25,0.001616449
6,0.001616379
138,0.001616058
10,0.001616031
4,0.001614857
12,0.001611604
141,0.001611208
95,0.00161006
4,0.00160901
17,0.001608782
330,0.001608289
9,0.001608004
4,0.001607717
10,0.001607717
89,0.001607543
26,0.001606326
1,0.001605136
9,0.001604278
1885,0.00160367
26,0.001603552
13,0.001603355
23,0.001603123
268,0.001602737
17,0.001601507
14,0.001601281
729,0.001600126
5,0.0016
90,0.001598551
21,0.001598295
27,0.001597822
83,0.001597752
8,0.001597444
56,0.001597399
5,0.001596934
10,0.001596679
32,0.001596408
22,0.001595706
32,0.001594578
217,0.001593912
26,0.00159109
27,0.001590856
99,0.001590106
23,0.001590045
1,0.001589825
85,0.001589795
28,0.001589193
118,0.001587878
1,0.001587302
2,0.001586043
11,0.001584558
45,0.001583894
969,0.001583564
4,0.001583531
608,0.00158274
116,0.001582667
323,0.001582589
1,0.001582278
3,0.001582278
7,0.001581921
1,0.001579779
1,0.001579779
36,0.001579294
15,0.001578781
11,0.001578419
79,0.001578264
5,0.001577785
113,0.001576715
1855,0.001575616
1,0.001574803
47,0.001574434
106,0.0015727
1,0.001572327
221,0.001571801
52,0.001571519
5,0.001571339
46,0.001570716
131,0.001570386
24,0.001570064
10,0.001569612
44,0.001569019
265,0.001568939
202,0.001568908
263,0.001568903
10,0.001568874
11,0.001568516
11,0.001568068
220,0.001567677
12,0.001567603
40,0.001567582
1,0.001567398
3,0.001567398
1,0.001567398
22,0.001566952
38,0.001566816
55,0.001566639
2,0.001566171
5,0.001565925
77,0.0015652
2,0.001564945
1,0.001564945
46,0.001563828
75,0.001562728
16,0.001562653
23,0.001562606
26,0.001562406
14,0.001561454
90,0.001561009
19,0.001560447
4,0.001560062
2,0.001560062
1,0.001560062
2,0.001560062
17,0.001559633
142,0.001558333
23,0.001558054
140,0.001557598
5,0.001557147
44,0.001556971
127,0.001555782
116,0.001555773
6,0.001555613
118,0.001555579
16,0.001555512
217,0.001555388
2,0.00155521
1,0.00155521
27,0.001554494
1,0.001552795
1,0.001552795
91,0.00155089
1,0.001550388
9,0.001550121
1823,0.001549906
5,0.001549427
2,0.001549187
1822,0.001547889
51,0.0015478
13,0.001547067
32,0.001545744
7,0.001545595
2,0.001545595
11,0.001545161
24,0.001544799
28,0.001544487
229,0.001543564
1,0.00154321
2,0.00154321
3,0.00154321
15,0.001543051
4,0.001542615
219,0.001542221
57,0.001541582
2,0.001540832
22,0.001539646
89,0.001539606
5,0.001538935
81,0.001538549
20,0.001538343
10,0.001537752
209,0.001537454
171,0.001537189
10,0.001536807
86,0.001536647
1,0.001533742
8,0.001533742
3,0.001532959
90,0.001532515
19,0.001531394
42,0.001530556
40,0.001529812
207,0.001529007
25,0.001527837
16,0.001526718
2,0.001526718
37,0.001526466
585,0.001525583
47,0.001525281
116,0.001525252
66,0.001524707
8,0.00152439
935,0.001522169
4,0.00152207
11,0.001519757
1,0.001519757
5,0.001519295
7,0.001519097
690,0.001518546
40,0.001518199
142,0.001518051
1,0.001517451
1,0.001517451
1,0.001517451
9,0.001515662
14,0.00151548
39,0.001515328
6,0.001515152
216,0.001515003
140,0.001514725
89,0.001514172
99,0.001513391
11,0.001512651
22,0.001512235
11,0.001510781
10,0.001510574
5,0.001510574
4,0.001510004
44,0.001509848
12,0.001509624
32,0.001508509
1,0.001508296
1,0.001508296
9,0.001508043
50,0.001507432
29,0.001506494
3,0.001506024
4,0.001505457
2,0.001503759
325,0.001503739
99,0.001502778
45,0.001501301
27,0.0014995
3,0.00149925
54,0.001499001
8,0.001498127
1762,0.001497005
135,0.001496492
32,0.001495956
21,0.00149594
5,0.001494322
3,0.00149328
22,0.001492234
6,0.001492166
119,0.001491882
4,0.001491424
1,0.001490313
1,0.001490313
30,0.001489869
46,0.001489107
17,0.001488356
106,0.001488137
1,0.001488095
3,0.001488095
46,0.001487806
4,0.001487542
261,0.001487154
13,0.001486734
47,0.00148673
14,0.001486515
55,0.001485724
39,0.001484357
25,0.00148368
32,0.001482992
38,0.00148258
28,0.00148203
56,0.001481991
18,0.001481847
2,0.001481481
30,0.001481043
127,0.001480911
3,0.00148075
126,0.001480646
2,0.001480385
302,0.001479261
42,0.001478561
22,0.001477799
94,0.001476455
22,0.001476213
100,0.00147571
8,0.00147547
26,0.001475261
11,0.001474729
20,0.001474709
5,0.001474491
5,0.001473622
3,0.001473477
8,0.001473297
22,0.001472655
130,0.001472554
5,0.00147232
57,0.001471879
6,0.00147167
86,0.001471393
24,0.001470228
189,0.001470074
54,0.001469828
135,0.00146918
317,0.001468708
2,0.001468429
1725,0.001467999
41,0.00146785
7,0.00146689
5,0.001466706
9,0.001465321
3,0.001464844
4,0.001464665
1,0.001464129
1,0.001464129
40,0.001463272
53,0.001462029
2,0.001461988
2,0.001461988
3,0.001461276
5,0.001460707
2,0.001459854
3,0.001458435
23,0.001457911
95,0.001457346
27,0.001456861
6,0.001455957
22,0.001455315
4,0.001454545
127,0.001453771
6,0.001453488
1,0.001453488
2,0.001453488
56,0.001453149
40,0.001452433
22,0.001451475
1,0.001451379
3,0.001449976
9,0.001449742
3,0.001448576
38,0.001447729
48,0.001447614
19,0.001447509
24,0.001446829
200,0.001445975
108,0.001442886
46,0.001441509
115,0.001441392
28,0.001440181
4,0.001439367
4,0.001437815
5,0.001437608
31,0.001437315
196,0.001437298
154,0.00143654
2,0.001432665
59,0.001432491
198,0.001432271
2,0.001430615
6,0.001430274
38,0.001430131
2,0.001429593
22,0.001429221
24,0.001429167
1,0.001426534
1,0.001426534
2,0.001425517
194,0.001425213
6,0.001425178
3,0.001425178
48,0.001425009
23,0.001424678
1,0.001424501
8,0.001424248
21,0.001423729
26,0.001423332
37,0.001423077
2,0.001422475
650,0.001422304
4,0.001421969
114,0.00142189
24,0.00142138
3,0.001421127
20,0.001420152
75,0.001419836
544,0.00141925
5,0.001419245
1,0.00141844
100,0.001416993
3,0.001416431
1,0.001416431
7,0.001416431
1,0.001416431
88,0.001415633
11,0.001415337
245,0.001415122
24,0.001414677
12,0.001413927
4,0.001413927
20,0.001413428
50,0.001412908
1,0.001412429
14,0.001412144
22,0.001411976
2,0.001411433
88,0.001411365
5,0.001411233
1,0.001410437
